# Autogenerated
дза ざ
дзА ざ
дЗа ざ
дЗА ざ
Дза ざ
ДзА ざ
ДЗа ざ
ДЗА ざ
дзе ぜ
дзЕ ぜ
дЗе ぜ
дЗЕ ぜ
Дзе ぜ
ДзЕ ぜ
ДЗе ぜ
ДЗЕ ぜ
дзё じょ
дзЁ じょ
дЗё じょ
дЗЁ じょ
Дзё じょ
ДзЁ じょ
ДЗё じょ
ДЗЁ じょ
дзи じ
дзИ じ
дЗи じ
дЗИ じ
Дзи じ
ДзИ じ
ДЗи じ
ДЗИ じ
дзо ぞ
дзО ぞ
дЗо ぞ
дЗО ぞ
Дзо ぞ
ДзО ぞ
ДЗо ぞ
ДЗО ぞ
дзу ず
дзУ ず
дЗу ず
дЗУ ず
Дзу ず
ДзУ ず
ДЗу ず
ДЗУ ず
дзы じ
дзЫ じ
дЗы じ
дЗЫ じ
Дзы じ
ДзЫ じ
ДЗы じ
ДЗЫ じ
дзэ ぜ
дзЭ ぜ
дЗэ ぜ
дЗЭ ぜ
Дзэ ぜ
ДзЭ ぜ
ДЗэ ぜ
ДЗЭ ぜ
дзю じゅ
дзЮ じゅ
дЗю じゅ
дЗЮ じゅ
Дзю じゅ
ДзЮ じゅ
ДЗю じゅ
ДЗЮ じゅ
дзя じゃ
дзЯ じゃ
дЗя じゃ
дЗЯ じゃ
Дзя じゃ
ДзЯ じゃ
ДЗя じゃ
ДЗЯ じゃ
джа ざ
джА ざ
дЖа ざ
дЖА ざ
Джа ざ
ДжА ざ
ДЖа ざ
ДЖА ざ
дже ぜ
джЕ ぜ
дЖе ぜ
дЖЕ ぜ
Дже ぜ
ДжЕ ぜ
ДЖе ぜ
ДЖЕ ぜ
джё じょ
джЁ じょ
дЖё じょ
дЖЁ じょ
Джё じょ
ДжЁ じょ
ДЖё じょ
ДЖЁ じょ
джи じ
джИ じ
дЖи じ
дЖИ じ
Джи じ
ДжИ じ
ДЖи じ
ДЖИ じ
джо ぞ
джО ぞ
дЖо ぞ
дЖО ぞ
Джо ぞ
ДжО ぞ
ДЖо ぞ
ДЖО ぞ
джу ず
джУ ず
дЖу ず
дЖУ ず
Джу ず
ДжУ ず
ДЖу ず
ДЖУ ず
джы じ
джЫ じ
дЖы じ
дЖЫ じ
Джы じ
ДжЫ じ
ДЖы じ
ДЖЫ じ
джэ ぜ
джЭ ぜ
дЖэ ぜ
дЖЭ ぜ
Джэ ぜ
ДжЭ ぜ
ДЖэ ぜ
ДЖЭ ぜ
джю じゅ
джЮ じゅ
дЖю じゅ
дЖЮ じゅ
Джю じゅ
ДжЮ じゅ
ДЖю じゅ
ДЖЮ じゅ
джя じゃ
джЯ じゃ
дЖя じゃ
дЖЯ じゃ
Джя じゃ
ДжЯ じゃ
ДЖя じゃ
ДЖЯ じゃ
ба ば
бА ば
Ба ば
БА ば
бе べ
бЕ べ
Бе べ
БЕ べ
бё びょ
бЁ びょ
Бё びょ
БЁ びょ
би び
бИ び
Би び
БИ び
бо ぼ
бО ぼ
Бо ぼ
БО ぼ
бу ぶ
бУ ぶ
Бу ぶ
БУ ぶ
бы び
бЫ び
Бы び
БЫ び
бэ べ
бЭ べ
Бэ べ
БЭ べ
бю びゅ
бЮ びゅ
Бю びゅ
БЮ びゅ
бя びゃ
бЯ びゃ
Бя びゃ
БЯ びゃ
ва わ
вА わ
Ва わ
ВА わ
ве をえ
вЕ をえ
Ве をえ
ВЕ をえ
вё を
вЁ を
Вё を
ВЁ を
ви をい
вИ をい
Ви をい
ВИ をい
во を
вО を
Во を
ВО を
ву をう
вУ をう
Ву をう
ВУ をう
вы をい
вЫ をい
Вы をい
ВЫ をい
вэ をえ
вЭ をえ
Вэ をえ
ВЭ をえ
вю をゆ
вЮ をゆ
Вю をゆ
ВЮ をゆ
вя わ
вЯ わ
Вя わ
ВЯ わ
га が
гА が
Га が
ГА が
ге げ
гЕ げ
Ге げ
ГЕ げ
гё ぎょ
гЁ ぎょ
Гё ぎょ
ГЁ ぎょ
ги ぎ
гИ ぎ
Ги ぎ
ГИ ぎ
го ご
гО ご
Го ご
ГО ご
гу ぐ
гУ ぐ
Гу ぐ
ГУ ぐ
гы ぎ
гЫ ぎ
Гы ぎ
ГЫ ぎ
гэ げ
гЭ げ
Гэ げ
ГЭ げ
гю ぎゅ
гЮ ぎゅ
Гю ぎゅ
ГЮ ぎゅ
гя ぎゃ
гЯ ぎゃ
Гя ぎゃ
ГЯ ぎゃ
да だ
дА だ
Да だ
ДА だ
де で
дЕ で
Де で
ДЕ で
дё ぢょ
дЁ ぢょ
Дё ぢょ
ДЁ ぢょ
ди ぢ
дИ ぢ
Ди ぢ
ДИ ぢ
до ど
дО ど
До ど
ДО ど
ду づ
дУ づ
Ду づ
ДУ づ
ды ぢ
дЫ ぢ
Ды ぢ
ДЫ ぢ
дэ で
дЭ で
Дэ で
ДЭ で
дю ぢゅ
дЮ ぢゅ
Дю ぢゅ
ДЮ ぢゅ
дя ぢゃ
дЯ ぢゃ
Дя ぢゃ
ДЯ ぢゃ
жа ざ
жА ざ
Жа ざ
ЖА ざ
же ぜ
жЕ ぜ
Же ぜ
ЖЕ ぜ
жё じょ
жЁ じょ
Жё じょ
ЖЁ じょ
жи じ
жИ じ
Жи じ
ЖИ じ
жо じょ
жО じょ
Жо じょ
ЖО じょ
жу じょ
жУ じょ
Жу じょ
ЖУ じょ
жы じ
жЫ じ
Жы じ
ЖЫ じ
жэ ぜ
жЭ ぜ
Жэ ぜ
ЖЭ ぜ
жю じゅ
жЮ じゅ
Жю じゅ
ЖЮ じゅ
жя じゃ
жЯ じゃ
Жя じゃ
ЖЯ じゃ
за ざ
зА ざ
За ざ
ЗА ざ
зе ぜ
зЕ ぜ
Зе ぜ
ЗЕ ぜ
зё じょ
зЁ じょ
Зё じょ
ЗЁ じょ
зи じ
зИ じ
Зи じ
ЗИ じ
зо ぞ
зО ぞ
Зо ぞ
ЗО ぞ
зу ず
зУ ず
Зу ず
ЗУ ず
зы じ
зЫ じ
Зы じ
ЗЫ じ
зэ ぜ
зЭ ぜ
Зэ ぜ
ЗЭ ぜ
зю じゅ
зЮ じゅ
Зю じゅ
ЗЮ じゅ
зя じゃ
зЯ じゃ
Зя じゃ
ЗЯ じゃ
йа いや
йА いや
Йа いや
ЙА いや
йе いえ
йЕ いえ
Йе いえ
ЙЕ いえ
йё いよ
йЁ いよ
Йё いよ
ЙЁ いよ
йи い
йИ い
Йи い
ЙИ い
йо いよ
йО いよ
Йо いよ
ЙО いよ
йу いゆ
йУ いゆ
Йу いゆ
ЙУ いゆ
йы い
йЫ い
Йы い
ЙЫ い
йэ いえ
йЭ いえ
Йэ いえ
ЙЭ いえ
йю いゆ
йЮ いゆ
Йю いゆ
ЙЮ いゆ
йя いや
йЯ いや
Йя いや
ЙЯ いや
ка か
кА か
Ка か
КА か
ке け
кЕ け
Ке け
КЕ け
кё きょ
кЁ きょ
Кё きょ
КЁ きょ
ки き
кИ き
Ки き
КИ き
ко こ
кО こ
Ко こ
КО こ
ку く
кУ く
Ку く
КУ く
кы き
кЫ き
Кы き
КЫ き
кэ け
кЭ け
Кэ け
КЭ け
кю きゅ
кЮ きゅ
Кю きゅ
КЮ きゅ
кя きゃ
кЯ きゃ
Кя きゃ
КЯ きゃ
ла ら
лА ら
Ла ら
ЛА ら
ле れ
лЕ れ
Ле れ
ЛЕ れ
лё りょ
лЁ りょ
Лё りょ
ЛЁ りょ
ли り
лИ り
Ли り
ЛИ り
ло ろ
лО ろ
Ло ろ
ЛО ろ
лу る
лУ る
Лу る
ЛУ る
лы り
лЫ り
Лы り
ЛЫ り
лэ れ
лЭ れ
Лэ れ
ЛЭ れ
лю りゅ
лЮ りゅ
Лю りゅ
ЛЮ りゅ
ля りゃ
лЯ りゃ
Ля りゃ
ЛЯ りゃ
ма ま
мА ま
Ма ま
МА ま
ме め
мЕ め
Ме め
МЕ め
мё みょ
мЁ みょ
Мё みょ
МЁ みょ
ми み
мИ み
Ми み
МИ み
мо も
мО も
Мо も
МО も
му む
мУ む
Му む
МУ む
мы み
мЫ み
Мы み
МЫ み
мэ め
мЭ め
Мэ め
МЭ め
мю みゅ
мЮ みゅ
Мю みゅ
МЮ みゅ
мя みゃ
мЯ みゃ
Мя みゃ
МЯ みゃ
на な
нА な
На な
НА な
не ね
нЕ ね
Не ね
НЕ ね
нё にょ
нЁ にょ
Нё にょ
НЁ にょ
ни に
нИ に
Ни に
НИ に
но の
нО の
Но の
НО の
ну ぬ
нУ ぬ
Ну ぬ
НУ ぬ
ны に
нЫ に
Ны に
НЫ に
нэ ね
нЭ ね
Нэ ね
НЭ ね
ню にゅ
нЮ にゅ
Ню にゅ
НЮ にゅ
ня にゃ
нЯ にゃ
Ня にゃ
НЯ にゃ
па ぱ
пА ぱ
Па ぱ
ПА ぱ
пе ぺ
пЕ ぺ
Пе ぺ
ПЕ ぺ
пё ぴょ
пЁ ぴょ
Пё ぴょ
ПЁ ぴょ
пи ぴ
пИ ぴ
Пи ぴ
ПИ ぴ
по ぽ
пО ぽ
По ぽ
ПО ぽ
пу ぷ
пУ ぷ
Пу ぷ
ПУ ぷ
пы ぴ
пЫ ぴ
Пы ぴ
ПЫ ぴ
пэ ぺ
пЭ ぺ
Пэ ぺ
ПЭ ぺ
пю ぴゅ
пЮ ぴゅ
Пю ぴゅ
ПЮ ぴゅ
пя ぴゃ
пЯ ぴゃ
Пя ぴゃ
ПЯ ぴゃ
ра ら
рА ら
Ра ら
РА ら
ре れ
рЕ れ
Ре れ
РЕ れ
рё りょ
рЁ りょ
Рё りょ
РЁ りょ
ри り
рИ り
Ри り
РИ り
ро ろ
рО ろ
Ро ろ
РО ろ
ру る
рУ る
Ру る
РУ る
ры り
рЫ り
Ры り
РЫ り
рэ れ
рЭ れ
Рэ れ
РЭ れ
рю りゅ
рЮ りゅ
Рю りゅ
РЮ りゅ
ря りゃ
рЯ りゃ
Ря りゃ
РЯ りゃ
са さ
сА さ
Са さ
СА さ
се せ
сЕ せ
Се せ
СЕ せ
сё しょ
сЁ しょ
Сё しょ
СЁ しょ
си し
сИ し
Си し
СИ し
со そ
сО そ
Со そ
СО そ
су す
сУ す
Су す
СУ す
сы し
сЫ し
Сы し
СЫ し
сэ せ
сЭ せ
Сэ せ
СЭ せ
сю しゅ
сЮ しゅ
Сю しゅ
СЮ しゅ
ся しゃ
сЯ しゃ
Ся しゃ
СЯ しゃ
та た
тА た
Та た
ТА た
те て
тЕ て
Те て
ТЕ て
тё ちょ
тЁ ちょ
Тё ちょ
ТЁ ちょ
ти ち
тИ ち
Ти ち
ТИ ち
то と
тО と
То と
ТО と
ту ちゅ
тУ ちゅ
Ту ちゅ
ТУ ちゅ
ты ち
тЫ ち
Ты ち
ТЫ ち
тэ て
тЭ て
Тэ て
ТЭ て
тю ちゅ
тЮ ちゅ
Тю ちゅ
ТЮ ちゅ
тя ちゃ
тЯ ちゃ
Тя ちゃ
ТЯ ちゃ
фа ふあ
фА ふあ
Фа ふあ
ФА ふあ
фе ふえ
фЕ ふえ
Фе ふえ
ФЕ ふえ
фё ふよ
фЁ ふよ
Фё ふよ
ФЁ ふよ
фи ふい
фИ ふい
Фи ふい
ФИ ふい
фо ふお
фО ふお
Фо ふお
ФО ふお
фу ふ
фУ ふ
Фу ふ
ФУ ふ
фы ふい
фЫ ふい
Фы ふい
ФЫ ふい
фэ ふえ
фЭ ふえ
Фэ ふえ
ФЭ ふえ
фю ふゆ
фЮ ふゆ
Фю ふゆ
ФЮ ふゆ
фя ふや
фЯ ふや
Фя ふや
ФЯ ふや
ха は
хА は
Ха は
ХА は
хе へ
хЕ へ
Хе へ
ХЕ へ
хё ひょ
хЁ ひょ
Хё ひょ
ХЁ ひょ
хи ひ
хИ ひ
Хи ひ
ХИ ひ
хо ほ
хО ほ
Хо ほ
ХО ほ
ху ひゅ
хУ ひゅ
Ху ひゅ
ХУ ひゅ
хы ひ
хЫ ひ
Хы ひ
ХЫ ひ
хэ へ
хЭ へ
Хэ へ
ХЭ へ
хю ひゅ
хЮ ひゅ
Хю ひゅ
ХЮ ひゅ
хя ひゃ
хЯ ひゃ
Хя ひゃ
ХЯ ひゃ
ца ちゃ
цА ちゃ
Ца ちゃ
ЦА ちゃ
це て
цЕ て
Це て
ЦЕ て
цё ちょ
цЁ ちょ
Цё ちょ
ЦЁ ちょ
ци ち
цИ ち
Ци ち
ЦИ ち
цо ちょ
цО ちょ
Цо ちょ
ЦО ちょ
цу つ
цУ つ
Цу つ
ЦУ つ
цы ち
цЫ ち
Цы ち
ЦЫ ち
цэ て
цЭ て
Цэ て
ЦЭ て
цю ちゅ
цЮ ちゅ
Цю ちゅ
ЦЮ ちゅ
ця ちゃ
цЯ ちゃ
Ця ちゃ
ЦЯ ちゃ
ча ちゃ
чА ちゃ
Ча ちゃ
ЧА ちゃ
че て
чЕ て
Че て
ЧЕ て
чё ちょ
чЁ ちょ
Чё ちょ
ЧЁ ちょ
чи ち
чИ ち
Чи ち
ЧИ ち
чо ちょ
чО ちょ
Чо ちょ
ЧО ちょ
чу ちゅ
чУ ちゅ
Чу ちゅ
ЧУ ちゅ
чы ち
чЫ ち
Чы ち
ЧЫ ち
чэ て
чЭ て
Чэ て
ЧЭ て
чю ちゅ
чЮ ちゅ
Чю ちゅ
ЧЮ ちゅ
чя ちゃ
чЯ ちゃ
Чя ちゃ
ЧЯ ちゃ
ша さ
шА さ
Ша さ
ША さ
ше せ
шЕ せ
Ше せ
ШЕ せ
шё しょ
шЁ しょ
Шё しょ
ШЁ しょ
ши し
шИ し
Ши し
ШИ し
шо しょ
шО しょ
Шо しょ
ШО しょ
шу す
шУ す
Шу す
ШУ す
шы し
шЫ し
Шы し
ШЫ し
шэ せ
шЭ せ
Шэ せ
ШЭ せ
шю しゅ
шЮ しゅ
Шю しゅ
ШЮ しゅ
шя しゃ
шЯ しゃ
Шя しゃ
ШЯ しゃ
ща しゃ
щА しゃ
Ща しゃ
ЩА しゃ
ще せ
щЕ せ
Ще せ
ЩЕ せ
щё しょ
щЁ しょ
Щё しょ
ЩЁ しょ
щи し
щИ し
Щи し
ЩИ し
що しょ
щО しょ
Що しょ
ЩО しょ
щу しゅ
щУ しゅ
Щу しゅ
ЩУ しゅ
щы し
щЫ し
Щы し
ЩЫ し
щэ せ
щЭ せ
Щэ せ
ЩЭ せ
щю しゅ
щЮ しゅ
Щю しゅ
ЩЮ しゅ
щя しゃ
щЯ しゃ
Щя しゃ
ЩЯ しゃ
а あ
А あ
е え
Е え
ё よ
Ё よ
и い
И い
о お
О お
у う
У う
ы い
Ы い
э え
Э え
ю ゆ
Ю ゆ
я や
Я や
б ぶ
Б ぶ
в を
В を
г ぐ
Г ぐ
д ど
Д ど
ж じゅ
Ж じゅ
з ず
З ず
й い
Й い
к く
К く
л る
Л る
м む
М む
н ん
Н ん
п ぷ
П ぷ
р る
Р る
с す
С す
т と
Т と
ф ふ
Ф ふ
х ほ
Х ほ
ц つ
Ц つ
ч ちゅ
Ч ちゅ
ш す
Ш す
щ しゅ
Щ しゅ
ъ !
Ъ !
ь !
Ь !
